generation,rank_1,rank_2,swapAccepted
30977000,1,2,1
30978000,3,4,1
30979000,3,4,1
30980000,2,4,1
30981000,2,4,1
30982000,1,4,1
30983000,1,2,0
30984000,1,4,1
30985000,1,4,1
30986000,1,2,1
30987000,2,3,1
30988000,2,4,0
30989000,2,3,1
30990000,1,2,1
30991000,2,3,1
30992000,2,3,1
30993000,1,3,1
30994000,1,2,1
30995000,1,3,0
30996000,1,4,1
30997000,1,3,1
30998000,1,4,1
30999000,3,4,1
31000000,1,4,1
31001000,3,4,1
31002000,1,4,1
31003000,2,4,1
31004000,1,3,0
31005000,2,3,1
31006000,2,4,0
31007000,2,4,1
31008000,3,4,1
31009000,1,3,1
31010000,3,4,1
31011000,1,3,1
31012000,3,4,1
31013000,1,3,1
31014000,2,3,1
31015000,3,4,1
31016000,2,3,1
31017000,1,4,1
31018000,1,2,1
31019000,3,4,1
31020000,1,4,0
31021000,3,4,1
31022000,1,2,1
31023000,2,4,1
31024000,3,4,1
31025000,2,4,1
31026000,2,4,1
31027000,2,3,1
31028000,2,3,1
31029000,1,2,1
31030000,2,3,0
31031000,1,2,1
31032000,2,4,1
31033000,3,4,1
31034000,2,3,1
31035000,3,4,1
31036000,1,4,1
31037000,1,4,1
31038000,1,4,1
31039000,1,2,1
31040000,1,2,1
31041000,2,3,1
31042000,2,3,1
31043000,2,4,1
31044000,2,3,1
31045000,2,3,1
31046000,2,3,1
31047000,1,2,1
31048000,2,3,1
31049000,2,3,1
31050000,2,3,1
31051000,2,3,1
31052000,2,4,1
31053000,1,3,1
31054000,1,3,1
31055000,1,4,1
31056000,1,2,1
31057000,3,4,1
31058000,1,3,0
31059000,1,3,1
31060000,2,4,1
31061000,1,4,1
31062000,2,3,0
31063000,1,2,1
31064000,2,4,1
31065000,2,4,1
31066000,2,3,1
31067000,2,3,1
31068000,2,4,1
31069000,1,3,1
31070000,2,4,1
31071000,2,3,1
31072000,2,4,1
31073000,1,4,1
31074000,2,3,1
31075000,2,4,1
31076000,1,2,1
31077000,2,4,1
31078000,1,4,1
31079000,2,4,1
31080000,3,4,1
31081000,2,4,1
31082000,3,4,1
31083000,2,4,1
31084000,1,2,0
31085000,2,3,1
31086000,2,3,1
31087000,2,3,1
31088000,1,3,1
31089000,1,3,1
31090000,3,4,1
31091000,2,4,1
31092000,1,3,1
31093000,2,4,1
31094000,3,4,1
31095000,1,2,1
31096000,1,3,1
31097000,2,3,0
31098000,1,3,1
31099000,1,2,1
31100000,1,4,1
31101000,1,3,1
31102000,1,4,1
31103000,1,2,1
31104000,2,4,1
31105000,2,3,1
31106000,3,4,1
31107000,3,4,1
31108000,1,4,1
31109000,1,4,1
31110000,1,2,1
31111000,2,4,1
31112000,2,3,1
31113000,1,2,1
31114000,3,4,1
31115000,3,4,0
31116000,1,4,1
31117000,1,4,1
31118000,1,2,1
31119000,1,4,1
31120000,2,3,1
31121000,3,4,1
31122000,1,2,1
31123000,2,4,1
31124000,3,4,1
31125000,2,4,1
31126000,2,4,1
31127000,2,4,1
31128000,2,3,1
31129000,2,3,0
31130000,2,4,0
31131000,3,4,1
31132000,1,4,1
31133000,1,2,1
31134000,3,4,1
31135000,1,2,0
31136000,1,4,1
31137000,2,4,1
31138000,2,4,1
31139000,3,4,1
31140000,3,4,1
31141000,1,2,1
31142000,2,3,1
31143000,1,2,1
31144000,1,2,1
31145000,2,3,1
31146000,2,3,1
31147000,1,3,1
31148000,1,3,1
31149000,1,2,1
31150000,2,4,1
31151000,1,2,1
31152000,1,2,1
31153000,1,4,1
31154000,3,4,1
31155000,2,4,1
31156000,1,4,1
31157000,2,4,1
31158000,2,3,1
31159000,2,3,1
31160000,2,3,1
31161000,1,2,1
31162000,2,3,1
31163000,1,3,1
31164000,2,4,1
31165000,1,2,1
31166000,1,4,0
31167000,2,3,1
31168000,1,2,1
31169000,2,3,1
31170000,3,4,0
31171000,1,4,1
31172000,2,3,1
31173000,2,3,1
31174000,1,4,0
31175000,1,4,1
31176000,2,4,1
31177000,3,4,1
31178000,1,2,1
31179000,3,4,1
31180000,3,4,1
31181000,2,3,1
31182000,1,2,1
31183000,2,4,1
31184000,1,2,1
31185000,1,2,1
31186000,2,4,1
31187000,1,4,1
31188000,3,4,1
31189000,1,3,1
31190000,2,4,1
31191000,2,3,1
31192000,2,4,1
31193000,3,4,1
31194000,1,4,1
31195000,1,2,1
31196000,1,3,0
31197000,2,3,1
31198000,1,4,0
31199000,1,2,1
31200000,3,4,1
31201000,3,4,1
31202000,2,4,1
31203000,1,4,1
31204000,1,4,1
31205000,3,4,1
31206000,1,2,1
31207000,1,4,1
31208000,1,4,1
31209000,1,3,1
31210000,2,3,1
31211000,1,2,1
31212000,2,3,0
31213000,1,2,1
31214000,2,3,1
31215000,2,3,1
31216000,1,2,1
31217000,1,2,1
31218000,2,3,1
31219000,1,2,1
31220000,1,3,1
31221000,1,4,1
31222000,1,3,1
31223000,1,3,1
31224000,1,3,1
31225000,3,4,1
31226000,3,4,1
31227000,1,2,1
31228000,3,4,0
31229000,1,3,1
31230000,1,3,1
31231000,2,3,1
31232000,1,3,1
31233000,1,4,1
31234000,1,3,1
31235000,1,4,1
31236000,1,4,1
31237000,3,4,1
31238000,3,4,1
31239000,3,4,1
31240000,1,3,1
31241000,1,4,0
31242000,1,3,1
31243000,1,4,0
31244000,2,4,1
31245000,1,3,1
31246000,2,4,1
31247000,3,4,0
31248000,2,3,0
31249000,1,3,1
31250000,1,2,1
31251000,1,4,0
31252000,2,4,0
31253000,1,2,1
31254000,3,4,1
31255000,1,3,1
31256000,1,3,1
31257000,1,4,1
31258000,1,2,1
31259000,2,3,1
31260000,2,3,1
31261000,2,4,1
31262000,1,2,1
31263000,3,4,1
31264000,1,2,1
31265000,1,3,1
31266000,3,4,1
31267000,2,3,1
31268000,2,4,1
31269000,2,4,1
31270000,2,4,1
31271000,2,3,1
31272000,3,4,1
31273000,1,3,1
31274000,1,2,1
31275000,3,4,1
31276000,1,2,1
31277000,2,3,1
31278000,1,2,1
31279000,1,3,1
31280000,1,3,1
31281000,2,3,1
31282000,2,4,1
31283000,1,2,1
31284000,1,2,1
31285000,1,3,1
31286000,2,4,1
31287000,1,3,1
31288000,3,4,1
31289000,1,2,1
31290000,1,3,1
31291000,1,3,1
31292000,1,4,1
31293000,3,4,0
31294000,1,4,0
31295000,1,3,1
31296000,1,3,0
31297000,1,2,1
31298000,2,3,1
31299000,1,2,1
31300000,1,2,1
31301000,1,2,1
31302000,1,2,1
31303000,2,3,1
31304000,3,4,1
31305000,1,4,1
31306000,2,3,1
31307000,1,2,1
31308000,3,4,1
31309000,1,3,1
31310000,2,4,1
31311000,1,4,1
31312000,1,2,1
31313000,1,3,1
31314000,2,4,1
31315000,2,3,1
31316000,3,4,1
31317000,3,4,1
31318000,3,4,1
31319000,2,4,1
31320000,1,4,1
31321000,1,3,1
31322000,1,2,1
31323000,2,4,1
31324000,1,3,1
31325000,2,3,1
31326000,2,4,1
31327000,1,3,0
31328000,1,2,1
31329000,1,3,1
31330000,1,4,1
31331000,1,3,1
31332000,1,2,1
31333000,2,3,1
31334000,2,3,1
31335000,2,3,0
31336000,2,4,0
31337000,2,3,1
31338000,1,2,1
31339000,3,4,1
31340000,1,4,1
31341000,1,3,1
31342000,2,4,1
31343000,3,4,1
31344000,1,4,1
31345000,1,3,1
31346000,3,4,1
31347000,1,4,1
31348000,1,4,1
31349000,1,4,1
31350000,1,3,0
31351000,2,4,1
31352000,2,3,1
31353000,2,4,1
31354000,1,4,1
31355000,1,3,1
31356000,3,4,1
31357000,2,4,1
31358000,3,4,1
31359000,1,3,1
31360000,1,3,1
31361000,2,3,1
31362000,1,2,1
31363000,1,4,1
31364000,1,4,1
31365000,3,4,1
31366000,2,3,1
31367000,3,4,1
31368000,1,2,1
31369000,1,2,1
31370000,1,2,1
31371000,1,2,1
31372000,3,4,1
31373000,2,3,0
31374000,1,3,1
31375000,3,4,1
31376000,1,2,1
31377000,1,2,1
31378000,1,4,1
31379000,1,4,1
31380000,1,2,0
31381000,1,4,1
31382000,2,4,1
31383000,1,4,1
31384000,1,2,1
31385000,1,3,0
31386000,1,4,1
31387000,3,4,1
31388000,1,3,1
31389000,1,4,1
31390000,2,4,1
31391000,1,2,1
31392000,1,4,0
31393000,1,3,0
31394000,2,4,1
31395000,2,4,1
31396000,3,4,1
31397000,1,3,1
31398000,1,3,1
31399000,1,4,0
31400000,1,3,1
31401000,1,4,1
31402000,2,3,1
31403000,1,4,0
31404000,1,2,0
31405000,2,4,1
31406000,1,4,1
31407000,1,3,1
31408000,1,4,0
31409000,3,4,1
31410000,2,4,1
31411000,1,2,1
31412000,2,4,1
31413000,3,4,1
31414000,2,4,1
31415000,1,3,1
31416000,1,4,1
31417000,1,3,1
31418000,2,4,1
31419000,1,4,1
31420000,2,3,1
31421000,3,4,1
31422000,1,2,1
31423000,1,3,0
31424000,1,3,1
31425000,2,3,1
31426000,2,3,0
31427000,3,4,1
31428000,2,4,1
31429000,3,4,1
31430000,1,4,1
31431000,2,3,0
31432000,2,4,1
31433000,1,4,1
31434000,1,2,1
31435000,2,3,1
31436000,1,3,0
31437000,1,3,1
31438000,2,3,1
31439000,2,3,1
31440000,2,3,1
31441000,2,4,1
31442000,1,3,1
31443000,2,3,1
31444000,1,2,1
31445000,2,4,0
31446000,1,3,1
31447000,2,3,1
31448000,2,4,1
31449000,1,4,0
31450000,3,4,1
31451000,2,3,0
31452000,2,3,1
31453000,1,4,1
31454000,1,3,0
31455000,2,3,0
31456000,1,4,1
31457000,2,4,1
31458000,1,3,1
31459000,1,3,1
31460000,3,4,1
31461000,1,3,0
31462000,2,4,1
31463000,1,2,1
31464000,2,3,1
31465000,1,4,1
31466000,3,4,1
31467000,3,4,1
31468000,2,4,1
31469000,2,4,1
31470000,1,3,1
31471000,1,2,1
31472000,1,2,1
31473000,3,4,1
31474000,2,4,1
31475000,1,4,1
31476000,1,2,1
31477000,1,3,0
31478000,1,3,0
31479000,2,4,1
31480000,1,3,0
31481000,1,4,1
31482000,1,4,0
31483000,3,4,1
31484000,1,3,0
31485000,1,4,1
31486000,2,4,1
31487000,2,4,1
31488000,2,4,1
31489000,2,3,1
31490000,1,3,1
31491000,2,4,1
31492000,2,3,1
31493000,2,4,1
31494000,1,3,1
31495000,1,4,1
31496000,1,3,1
31497000,1,2,1
31498000,1,4,0
31499000,2,4,0
31500000,2,4,1
31501000,2,4,1
31502000,3,4,1
31503000,3,4,1
31504000,1,4,1
31505000,1,3,0
31506000,1,4,1
31507000,2,4,1
31508000,2,4,1
31509000,3,4,1
31510000,1,3,1
31511000,1,2,1
31512000,1,4,1
31513000,2,3,1
31514000,3,4,1
31515000,1,3,1
31516000,1,3,1
31517000,1,3,1
31518000,1,3,1
31519000,1,2,1
31520000,1,4,1
31521000,2,4,1
31522000,1,4,1
31523000,1,4,1
31524000,1,4,1
31525000,1,3,1
31526000,3,4,1
31527000,1,4,0
31528000,3,4,1
31529000,1,2,1
31530000,3,4,1
31531000,2,4,1
31532000,3,4,1
31533000,2,4,1
31534000,3,4,1
31535000,3,4,1
31536000,1,2,1
31537000,1,3,1
31538000,1,2,1
31539000,1,4,1
31540000,2,3,0
31541000,3,4,1
31542000,1,4,1
31543000,2,3,1
31544000,1,4,0
31545000,1,2,0
31546000,2,4,0
31547000,2,4,1
31548000,2,4,1
31549000,1,3,1
31550000,1,2,1
31551000,2,3,0
31552000,2,3,1
31553000,2,4,1
31554000,3,4,1
31555000,1,4,0
31556000,1,2,1
31557000,3,4,1
31558000,3,4,1
31559000,2,3,1
31560000,3,4,1
31561000,1,4,0
31562000,1,2,1
31563000,1,4,1
31564000,1,2,1
31565000,2,4,1
31566000,2,3,0
31567000,1,3,1
31568000,1,2,1
31569000,1,2,1
31570000,2,4,0
31571000,1,2,0
31572000,3,4,1
31573000,1,4,1
31574000,2,4,1
31575000,1,2,1
31576000,2,4,0
31577000,3,4,1
31578000,1,4,1
31579000,1,2,1
31580000,1,2,1
31581000,3,4,1
31582000,3,4,1
31583000,1,4,1
31584000,1,2,1
31585000,1,4,1
31586000,1,4,0
31587000,3,4,1
31588000,3,4,1
31589000,1,4,1
31590000,1,2,1
31591000,2,4,0
31592000,2,4,0
31593000,2,4,1
31594000,1,4,1
31595000,1,2,1
31596000,2,4,0
31597000,1,3,1
31598000,2,4,1
31599000,1,2,0
31600000,1,2,1
31601000,1,3,1
31602000,3,4,1
31603000,2,3,1
31604000,2,3,1
31605000,1,4,0
31606000,1,2,1
31607000,1,4,0
31608000,2,3,1
31609000,3,4,1
31610000,1,2,1
31611000,2,3,1
31612000,1,2,1
31613000,2,3,1
31614000,1,4,1
31615000,1,3,1
31616000,1,3,1
31617000,1,3,1
31618000,1,2,1
31619000,2,4,1
31620000,1,3,0
31621000,2,3,1
31622000,1,3,1
31623000,3,4,1
31624000,2,3,1
31625000,2,3,1
31626000,1,4,1
31627000,1,2,1
31628000,1,3,1
31629000,2,4,1
31630000,2,3,0
31631000,3,4,1
31632000,1,2,0
31633000,2,3,1
31634000,2,4,1
31635000,2,4,1
31636000,2,3,1
31637000,3,4,1
31638000,1,3,0
31639000,1,4,1
31640000,3,4,1
31641000,1,2,1
31642000,2,3,1
31643000,1,3,1
31644000,1,2,1
31645000,1,3,1
31646000,2,4,1
31647000,2,3,1
31648000,1,2,0
31649000,1,2,1
31650000,2,4,1
31651000,1,4,1
31652000,3,4,1
31653000,1,4,0
31654000,1,4,1
31655000,1,3,1
31656000,2,3,1
31657000,1,3,1
31658000,3,4,1
31659000,1,2,1
31660000,3,4,1
31661000,3,4,1
31662000,1,2,1
31663000,3,4,1
31664000,1,3,1
31665000,1,2,1
31666000,2,3,1
31667000,2,4,1
31668000,1,2,1
31669000,3,4,1
31670000,2,3,1
31671000,2,3,1
31672000,2,4,1
31673000,1,4,1
31674000,2,4,1
31675000,1,4,0
31676000,1,2,1
31677000,1,4,1
31678000,3,4,1
31679000,3,4,1
31680000,1,4,1
31681000,3,4,1
31682000,3,4,1
31683000,2,3,1
31684000,2,3,1
31685000,1,3,0
31686000,1,4,1
31687000,2,4,1
31688000,2,4,1
31689000,2,4,1
31690000,1,2,1
31691000,1,2,1
31692000,1,2,1
31693000,2,3,1
31694000,2,3,1
31695000,1,4,0
31696000,2,3,1
31697000,1,2,1
31698000,1,2,1
31699000,1,2,0
31700000,3,4,1
31701000,1,3,1
31702000,1,4,1
31703000,1,4,0
31704000,1,4,1
31705000,1,2,1
31706000,1,2,1
31707000,2,3,1
31708000,2,4,1
31709000,2,4,1
31710000,3,4,1
31711000,1,3,1
31712000,3,4,1
31713000,2,3,1
31714000,2,4,1
31715000,2,4,0
31716000,1,2,0
31717000,1,2,1
31718000,1,4,1
31719000,3,4,1
31720000,1,3,0
31721000,1,4,1
31722000,1,4,0
31723000,1,3,1
31724000,3,4,1
31725000,1,3,1
31726000,1,2,1
31727000,1,3,1
31728000,2,4,1
31729000,3,4,0
31730000,2,3,1
31731000,1,3,1
31732000,2,3,1
31733000,2,3,1
31734000,1,3,1
31735000,1,2,1
31736000,1,2,1
31737000,2,4,1
31738000,1,2,1
31739000,3,4,1
31740000,3,4,1
31741000,1,3,1
31742000,1,2,1
31743000,2,3,1
31744000,1,2,0
31745000,1,2,1
31746000,1,4,1
31747000,1,4,1
31748000,3,4,1
31749000,2,4,1
31750000,2,3,1
31751000,2,3,1
31752000,3,4,0
31753000,3,4,1
31754000,1,3,1
31755000,2,4,1
31756000,1,2,1
31757000,1,4,0
31758000,3,4,1
31759000,1,3,0
31760000,2,4,1
31761000,3,4,1
31762000,1,3,1
31763000,2,3,1
31764000,2,4,1
31765000,2,3,1
31766000,2,4,1
31767000,2,3,1
31768000,2,4,1
31769000,1,4,1
31770000,2,3,1
31771000,1,2,1
31772000,1,3,0
31773000,3,4,1
31774000,2,3,1
31775000,2,4,0
31776000,1,4,1
31777000,1,3,1
31778000,1,4,1
31779000,2,4,1
31780000,3,4,1
31781000,1,3,1
31782000,1,3,1
31783000,2,3,1
31784000,3,4,0
31785000,2,3,0
31786000,1,2,1
31787000,2,4,1
31788000,2,4,1
31789000,2,4,1
31790000,2,4,1
31791000,2,4,1
31792000,1,4,1
31793000,2,3,1
31794000,1,3,0
31795000,1,2,0
31796000,2,4,1
31797000,1,4,1
31798000,3,4,1
31799000,3,4,1
31800000,1,3,1
31801000,1,3,1
31802000,3,4,1
31803000,1,4,1
31804000,2,3,1
31805000,1,3,0
31806000,2,4,1
31807000,1,4,1
31808000,1,2,0
31809000,1,3,1
31810000,1,3,1
31811000,2,3,1
31812000,1,3,1
31813000,1,2,1
31814000,3,4,1
31815000,3,4,1
31816000,1,3,1
31817000,1,4,1
31818000,1,4,0
31819000,3,4,1
31820000,1,2,1
31821000,1,3,1
31822000,1,2,1
31823000,3,4,1
31824000,2,4,1
31825000,1,3,1
31826000,1,4,1
31827000,1,4,1
31828000,1,4,0
31829000,2,3,0
31830000,1,2,1
31831000,2,4,1
31832000,2,3,1
31833000,2,3,1
31834000,1,3,1
31835000,2,3,1
31836000,1,2,1
31837000,1,2,1
31838000,1,4,1
31839000,1,3,1
31840000,2,3,1
31841000,2,4,1
31842000,2,4,1
31843000,2,4,1
31844000,1,3,1
31845000,2,4,1
31846000,1,3,1
31847000,1,3,0
31848000,1,3,1
31849000,1,2,1
31850000,1,2,1
31851000,1,4,1
31852000,2,4,1
31853000,3,4,1
31854000,3,4,1
31855000,2,4,1
31856000,1,2,0
31857000,1,3,1
31858000,1,2,1
31859000,1,3,1
31860000,2,3,1
31861000,2,4,1
31862000,1,3,1
31863000,2,3,1
31864000,1,2,1
31865000,1,2,1
31866000,2,4,1
31867000,2,4,1
31868000,1,2,1
31869000,1,2,0
31870000,1,4,1
31871000,1,2,1
31872000,2,4,0
31873000,2,3,1
31874000,1,3,0
31875000,2,4,1
31876000,2,3,1
31877000,1,4,0
31878000,2,3,1
31879000,3,4,1
31880000,1,4,0
31881000,2,3,1
31882000,1,3,0
31883000,3,4,1
31884000,1,3,1
31885000,3,4,1
31886000,1,3,1
31887000,2,3,1
31888000,2,4,1
31889000,2,3,0
31890000,2,3,0
31891000,3,4,1
31892000,1,3,1
31893000,3,4,1
31894000,1,4,0
31895000,2,4,1
31896000,2,3,1
31897000,1,3,1
31898000,1,3,1
31899000,1,4,1
31900000,3,4,1
31901000,2,4,1
31902000,1,3,1
31903000,2,3,1
31904000,3,4,1
31905000,1,4,1
31906000,2,3,1
31907000,3,4,1
31908000,1,4,1
31909000,1,2,1
31910000,1,2,0
31911000,1,4,1
31912000,2,3,1
31913000,3,4,1
31914000,1,4,1
31915000,1,2,1
31916000,3,4,1
31917000,1,2,1
31918000,2,4,1
31919000,1,3,1
31920000,2,4,1
31921000,2,4,1
31922000,3,4,1
31923000,1,2,1
31924000,2,3,1
31925000,1,3,0
31926000,3,4,1
31927000,2,3,1
31928000,1,2,1
31929000,3,4,1
31930000,1,4,1
31931000,3,4,1
31932000,3,4,1
31933000,2,4,1
31934000,2,3,1
31935000,2,3,1
31936000,1,2,1
31937000,1,4,1
31938000,1,2,1
31939000,1,4,1
31940000,1,3,0
31941000,3,4,1
31942000,1,3,1
31943000,1,4,1
31944000,1,4,1
31945000,1,3,1
31946000,1,3,1
31947000,2,3,1
31948000,1,3,1
31949000,2,3,1
31950000,1,3,0
31951000,2,4,1
31952000,1,2,0
31953000,1,3,1
31954000,2,4,1
31955000,1,4,1
31956000,3,4,1
31957000,1,3,1
31958000,1,4,1
31959000,1,4,1
31960000,3,4,1
31961000,1,2,1
31962000,1,2,1
31963000,2,4,1
31964000,2,3,1
31965000,1,2,1
31966000,2,3,0
31967000,1,2,1
31968000,1,4,0
31969000,1,2,1
31970000,1,4,0
31971000,1,2,1
31972000,1,2,1
31973000,2,3,1
31974000,2,4,1
31975000,2,3,1
31976000,1,4,1
31977000,2,4,1
31978000,1,4,1
31979000,1,2,1
31980000,3,4,1
31981000,3,4,1
31982000,3,4,0
31983000,1,4,1
31984000,3,4,1
31985000,3,4,1
31986000,2,4,0
31987000,1,2,1
31988000,1,4,0
31989000,2,3,1
31990000,1,2,1
31991000,1,4,1
31992000,1,3,1
31993000,1,3,1
31994000,1,2,1
31995000,1,4,1
31996000,3,4,1
31997000,1,4,1
31998000,1,3,1
31999000,1,4,0
32000000,1,4,1
32001000,2,3,1
32002000,1,2,1
32003000,2,3,1
32004000,3,4,1
32005000,1,2,1
32006000,2,3,1
32007000,1,3,1
32008000,2,3,1
32009000,1,2,0
32010000,2,3,1
32011000,2,4,1
32012000,1,3,1
32013000,1,3,1
32014000,1,4,1
32015000,3,4,1
32016000,3,4,1
32017000,1,4,1
32018000,1,2,1
32019000,2,3,0
32020000,1,2,1
32021000,2,3,1
32022000,2,4,1
32023000,2,4,1
32024000,1,4,1
32025000,3,4,1
32026000,1,3,1
32027000,2,3,1
32028000,3,4,1
32029000,3,4,1
32030000,2,3,1
32031000,1,4,1
32032000,2,4,1
32033000,1,3,1
32034000,2,4,0
32035000,2,3,1
32036000,2,3,1
32037000,1,3,0
32038000,1,2,1
32039000,3,4,1
32040000,1,4,1
32041000,3,4,1
32042000,2,3,1
32043000,2,3,1
32044000,1,2,1
32045000,1,4,1
32046000,1,3,1
32047000,1,2,1
32048000,1,3,1
32049000,2,3,1
32050000,2,3,1
32051000,2,4,1
32052000,2,4,1
32053000,1,4,1
32054000,2,4,1
32055000,3,4,1
32056000,1,4,1
32057000,1,4,1
32058000,1,4,0
32059000,2,4,1
32060000,1,2,1
32061000,1,2,1
32062000,1,2,1
32063000,1,4,1
32064000,1,4,0
32065000,2,4,1
32066000,2,3,1
32067000,2,4,1
32068000,2,4,1
32069000,1,3,1
32070000,2,3,1
32071000,1,3,1
32072000,2,4,1
32073000,3,4,1
32074000,2,3,1
32075000,2,3,1
32076000,3,4,1
32077000,2,4,1
32078000,1,3,1
32079000,2,4,1
32080000,3,4,1
32081000,1,2,1
32082000,1,2,1
32083000,2,3,1
32084000,1,4,1
32085000,2,3,1
32086000,1,4,1
32087000,1,3,1
32088000,1,3,1
32089000,2,4,1
32090000,3,4,1
32091000,2,3,1
32092000,1,4,1
32093000,1,3,0
32094000,1,2,1
32095000,1,3,1
32096000,1,4,1
32097000,3,4,1
32098000,3,4,1
32099000,2,3,1
32100000,2,4,1
32101000,1,4,1
32102000,2,3,1
32103000,1,3,1
32104000,2,4,1
32105000,1,4,0
32106000,2,3,1
32107000,2,4,1
32108000,2,4,1
32109000,2,4,1
32110000,1,4,1
32111000,1,2,1
32112000,1,4,1
32113000,2,3,1
32114000,1,3,1
32115000,2,3,1
32116000,1,3,1
32117000,2,3,1
32118000,1,4,1
32119000,1,3,1
32120000,3,4,1
32121000,2,4,1
32122000,1,3,1
32123000,2,3,1
32124000,3,4,1
32125000,1,4,1
32126000,1,3,1
32127000,2,3,1
32128000,2,3,1
32129000,2,4,1
32130000,2,4,1
32131000,2,3,1
32132000,3,4,1
32133000,1,3,1
32134000,1,3,1
32135000,1,4,1
32136000,3,4,1
32137000,3,4,1
32138000,1,3,1
32139000,1,2,1
32140000,1,3,1
32141000,1,2,1
32142000,2,4,1
32143000,2,3,1
32144000,2,4,1
32145000,1,4,0
32146000,2,3,0
32147000,1,3,1
32148000,2,4,0
32149000,2,4,1
32150000,3,4,1
32151000,1,3,1
32152000,1,4,0
32153000,2,3,1
32154000,2,4,1
32155000,1,3,1
32156000,1,3,1
32157000,1,2,1
32158000,2,4,1
32159000,1,4,0
32160000,3,4,1
32161000,1,3,1
32162000,3,4,1
32163000,1,4,1
32164000,1,3,1
32165000,1,4,0
32166000,1,4,1
32167000,2,3,1
32168000,2,4,0
32169000,2,3,1
32170000,1,2,1
32171000,1,4,0
32172000,1,4,1
32173000,1,3,0
32174000,3,4,1
32175000,2,4,1
32176000,2,3,1
32177000,2,4,1
32178000,3,4,1
32179000,1,4,0
32180000,1,3,1
32181000,3,4,1
32182000,1,2,1
32183000,3,4,1
32184000,1,4,1
32185000,2,4,1
32186000,1,3,1
32187000,3,4,0
32188000,2,4,1
32189000,1,2,0
32190000,1,3,1
32191000,1,2,1
32192000,1,3,1
32193000,3,4,1
32194000,3,4,1
32195000,3,4,1
32196000,2,4,1
32197000,3,4,1
32198000,1,2,1
32199000,3,4,1
32200000,3,4,1
32201000,2,3,1
32202000,1,2,1
32203000,1,4,0
32204000,1,2,1
32205000,1,4,1
32206000,1,4,0
32207000,2,3,0
32208000,3,4,1
32209000,3,4,0
32210000,1,3,1
32211000,3,4,1
32212000,1,4,1
32213000,1,2,1
32214000,3,4,1
32215000,2,4,1
32216000,3,4,1
32217000,2,4,0
32218000,3,4,1
32219000,2,3,1
32220000,2,3,1
32221000,2,4,1
32222000,3,4,1
32223000,1,4,1
32224000,1,3,1
32225000,2,3,1
32226000,1,3,1
32227000,3,4,1
32228000,3,4,0
32229000,2,3,1
32230000,1,3,1
32231000,1,2,1
32232000,3,4,1
32233000,3,4,1
32234000,1,2,1
32235000,2,4,1
32236000,1,4,1
32237000,1,3,0
32238000,1,4,0
32239000,1,2,1
32240000,3,4,1
32241000,3,4,1
32242000,2,3,1
32243000,3,4,1
32244000,1,2,1
32245000,2,3,1
32246000,2,4,1
32247000,2,4,1
32248000,1,3,1
32249000,1,4,1
32250000,1,4,1
32251000,2,4,1
32252000,2,3,1
32253000,3,4,1
32254000,2,4,1
32255000,1,4,1
32256000,3,4,1
32257000,2,4,1
32258000,3,4,1
32259000,1,4,1
32260000,1,3,1
32261000,2,3,1
32262000,1,2,1
32263000,2,4,1
32264000,2,3,1
32265000,1,2,1
32266000,2,3,1
32267000,2,4,1
32268000,2,4,1
32269000,3,4,1
32270000,1,3,1
32271000,1,3,1
32272000,1,4,1
32273000,1,4,1
32274000,2,4,1
32275000,1,4,1
32276000,1,4,1
32277000,1,3,1
32278000,2,4,1
32279000,2,4,1
32280000,1,4,1
32281000,1,2,1
32282000,1,3,1
32283000,1,4,1
32284000,2,4,1
32285000,2,4,1
32286000,3,4,0
32287000,1,3,1
32288000,1,3,1
32289000,2,4,1
32290000,1,4,1
32291000,2,3,1
32292000,2,3,1
32293000,3,4,1
32294000,1,2,1
32295000,2,3,1
32296000,1,2,0
32297000,2,3,1
32298000,1,2,1
32299000,1,4,1
32300000,3,4,1
32301000,1,2,1
32302000,2,3,1
32303000,2,4,1
32304000,2,4,1
32305000,2,4,1
32306000,1,3,1
32307000,3,4,1
32308000,3,4,1
32309000,2,4,1
32310000,1,3,1
32311000,2,3,1
32312000,1,2,1
32313000,3,4,1
32314000,2,3,1
32315000,2,4,1
32316000,2,3,1
32317000,2,4,1
32318000,1,2,1
32319000,1,4,1
32320000,1,3,0
32321000,2,4,0
32322000,1,4,1
32323000,3,4,1
32324000,1,2,0
32325000,1,3,1
32326000,2,3,1
32327000,1,4,1
32328000,3,4,1
32329000,1,3,1
32330000,2,4,1
32331000,2,4,1
32332000,2,4,1
32333000,1,4,1
32334000,1,3,1
32335000,1,4,1
32336000,2,3,1
32337000,1,3,0
32338000,2,3,0
32339000,2,4,1
32340000,2,4,1
32341000,1,4,0
32342000,2,4,1
32343000,3,4,1
32344000,2,3,1
32345000,1,3,1
32346000,2,4,1
32347000,1,3,1
32348000,2,3,1
32349000,3,4,1
32350000,3,4,1
32351000,1,3,1
32352000,2,3,1
32353000,1,3,1
32354000,1,2,1
32355000,2,3,1
32356000,1,2,1
32357000,1,4,1
32358000,1,2,1
32359000,1,2,1
32360000,3,4,1
32361000,1,4,1
32362000,3,4,1
32363000,1,3,1
32364000,2,4,1
32365000,2,4,1
32366000,2,3,1
32367000,3,4,1
32368000,2,4,1
32369000,3,4,1
32370000,2,3,1
32371000,1,4,1
32372000,2,4,1
32373000,2,4,1
32374000,1,3,0
